Project Nick,Project,BioSample_s,SRA_Sample_s,Run_s,LibrarySource_s,LibraryLayout_s,InsertSize_l,MBases_l,Sample_Name_s,Library_Name_s,cultivar_s,ReadGroup,,Leafly Name,Leafly URL,TEMP Sortable
Phylos 2016,SRP092005,SAMN05937940,SRS1758202,SRR4448463,GENOMIC,PAIRED,0,167,81a75b36c089-TSCA_Blackberry_Pie,81a75b36c089-TSCA,Blackberry_Pie,1,,Blackberry Pie,https://www.leafly.com/hybrid/blackberry-pie,Blackberry Pie
Phylos 2016,SRP092005,SAMN05938186,SRS1758331,SRR4448592,GENOMIC,PAIRED,0,339,PGT-12278-11986_Blotter,PGT-12278-11986,Blotter,1,,-,-,-
Phylos 2016,SRP092005,SAMN05938187,SRS1758332,SRR4448593,GENOMIC,PAIRED,0,273,PGT-12279-11995_Blotter,PGT-12279-11995,Blotter,1,,-,-,-
Phylos 2016,SRP092005,SAMN05938184,SRS1758337,SRR4448598,GENOMIC,PAIRED,0,231,PGT-12276-11991_Blotter,PGT-12276-11991,Blotter,1,,-,-,-
Phylos 2016,SRP092005,SAMN05938185,SRS1758338,SRR4448599,GENOMIC,PAIRED,0,314,PGT-12277-12000_Blotter,PGT-12277-12000,Blotter,1,,-,-,-
Phylos 2016,SRP092005,SAMN05938182,SRS1758339,SRR4448600,GENOMIC,PAIRED,0,204,PGT-12274-11990_Blotter,PGT-12274-11990,Blotter,1,,-,-,-
Phylos 2016,SRP092005,SAMN05938183,SRS1758340,SRR4448601,GENOMIC,PAIRED,0,285,PGT-12275-11999_Blotter,PGT-12275-11999,Blotter,1,,-,-,-
Phylos 2016,SRP092005,SAMN05937649,SRS1760350,SRR4451187,GENOMIC,PAIRED,0,66,cf8b33b1f683-TSCA_Blue_ali,cf8b33b1f683-TSCA,Blue_ali,1,,Blue Alien,https://www.leafly.com/indica/blue-alien,Blue Alien
Phylos 2016,SRP092005,SAMN05937762,SRS1758026,SRR4448287,GENOMIC,PAIRED,0,178,341dda45b3a2-TSCA_Blue_Dragon,341dda45b3a2-TSCA,Blue_Dragon,1,,Blue Dragon,https://www.leafly.com/hybrid/blue-dragon,Blue Dragon
Phylos 2016,SRP092005,SAMN05937749,SRS1757965,SRR4448226,GENOMIC,PAIRED,0,121,30ede0d2b4c9-TSCA_Blue_Dream,30ede0d2b4c9-TSCA,Blue_Dream,1,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Phylos 2016,SRP092005,SAMN05937800,SRS1758086,SRR4448347,GENOMIC,PAIRED,0,74,429ae5d73799-TSCA_Blue_Dream,429ae5d73799-TSCA,Blue_Dream,1,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Phylos 2016,SRP092005,SAMN05937968,SRS1758158,SRR4448419,GENOMIC,PAIRED,0,89,8c59ccf2d2fa-TSCA_Blue_Dream,8c59ccf2d2fa-TSCA,Blue_Dream,1,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Phylos 2016,SRP092005,SAMN05937961,SRS1758174,SRR4448435,GENOMIC,PAIRED,0,453,8a70c7ffc62b-TSCA_Blue_Dream,8a70c7ffc62b-TSCA,Blue_Dream,1,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Phylos 2016,SRP092005,SAMN05937954,SRS1758175,SRR4448437,GENOMIC,PAIRED,0,376,8877705b3de6-TSCA_Blue_Dream,8877705b3de6-TSCA,Blue_Dream,1,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Phylos 2016,SRP092005,SAMN05937938,SRS1758200,SRR4448461,GENOMIC,PAIRED,0,202,8135b3c37adb-TSCA_Blue_Dream,8135b3c37adb-TSCA,Blue_Dream,1,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Phylos 2016,SRP092005,SAMN05937992,SRS1758243,SRR4448504,GENOMIC,PAIRED,0,236,968f593e39e1-TSCA_Blue_dream,968f593e39e1-TSCA,Blue_dream,1,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Phylos 2016,SRP092005,SAMN05939376,SRS1759501,SRR4450153,GENOMIC,PAIRED,0,286,PGT-13011_Blue_Dream,PGT-13011,Blue_Dream,1,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Phylos 2016,SRP092005,SAMN05937637,SRS1760328,SRR4451164,GENOMIC,PAIRED,0,380,c9df2178650a-TSCA_Blue_Dream,c9df2178650a-TSCA,Blue_Dream,1,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Phylos 2016,SRP092005,SAMN05938120,SRS1758384,SRR4448645,GENOMIC,PAIRED,0,150,fc37a7c6d46e-TSCA_Blue_dynamite,fc37a7c6d46e-TSCA,Blue_dynamite,1,,Blue Dynamite,https://www.leafly.com/indica/blue-dynamite,Blue Dynamite
Phylos 2016,SRP092005,SAMN05938038,SRS1758480,SRR4448742,GENOMIC,PAIRED,0,99,d78ea97d76e7-TSCA_Blue_Dynamite,d78ea97d76e7-TSCA,Blue_Dynamite,1,,Blue Dynamite,https://www.leafly.com/indica/blue-dynamite,Blue Dynamite
Phylos 2016,SRP092005,SAMN05937921,SRS1758211,SRR4448472,GENOMIC,PAIRED,0,174,791d6f0892dc-TSCA_Blue_Light_Special,791d6f0892dc-TSCA,Blue_Light_Special,1,,Blue Light,https://www.leafly.com/indica/blue-lights,Blue Light
Phylos 2016,SRP092005,SAMN05937698,SRS1757967,SRR4448228,GENOMIC,PAIRED,0,117,1ed16258ae3d-TSCA_Blue_Magoo,1ed16258ae3d-TSCA,Blue_Magoo,1,,Blue Magoo,https://www.leafly.com/hybrid/blue-magoo,Blue Magoo
Phylos 2016,SRP092005,SAMN05939372,SRS1759435,SRR4450087,GENOMIC,PAIRED,0,281,PGT-13007_Blue_Magoo,PGT-13007,Blue_Magoo,1,,Blue Magoo,https://www.leafly.com/hybrid/blue-magoo,Blue Magoo
Phylos 2016,SRP092005,SAMN05937786,SRS1757921,SRR4448182,GENOMIC,PAIRED,0,81,3e038f3938f8-TSCA_Blueberry,3e038f3938f8-TSCA,Blueberry,1,,Blueberry,https://www.leafly.com/indica/blueberry,Blueberry
Phylos 2016,SRP092005,SAMN05937757,SRS1757978,SRR4448239,GENOMIC,PAIRED,0,225,339580a832a7-TSCA_Blueberry,339580a832a7-TSCA,Blueberry,1,,Blueberry,https://www.leafly.com/indica/blueberry,Blueberry
Phylos 2016,SRP092005,SAMN05937840,SRS1758077,SRR4448338,GENOMIC,PAIRED,0,72,542f34b6b2c0-TSCA_Blueberry,542f34b6b2c0-TSCA,Blueberry,1,,Blueberry,https://www.leafly.com/indica/blueberry,Blueberry
Phylos 2016,SRP092005,SAMN05937552,SRS1760373,SRR4451211,GENOMIC,PAIRED,0,229,a0b84ba998f7-TSCA_Blueberry,a0b84ba998f7-TSCA,Blueberry,1,,Blueberry,https://www.leafly.com/indica/blueberry,Blueberry
Phylos 2016,SRP092005,SAMN05937823,SRS1758145,SRR4448406,GENOMIC,PAIRED,0,189,4e69f0a39493-TSCA_Blueberry_Diesel,4e69f0a39493-TSCA,Blueberry_Diesel,1,,Blueberry Diesel,https://www.leafly.com/hybrid/blueberry-diesel,Blueberry Diesel
Phylos 2016,SRP092005,SAMN05938004,SRS1758232,SRR4448493,GENOMIC,PAIRED,0,154,9abf72bdc8b6-TSCA_Blueberry_Kush,9abf72bdc8b6-TSCA,Blueberry_Kush,1,,Blueberry Kush,https://www.leafly.com/indica/blueberry-kush,Blueberry Kush
Courtagen,SRP064442,SAMN04155901,SRS1107977,SRR2584313,GENOMIC,PAIRED,0,133,BlueBerryCheesecake11male-RAD,BlueBerryCheesecake11male_RAD,BlueBerryCheesecake11male,1,,Blueberry Cheesecake,https://www.leafly.com/hybrid/blueberry-cheesecake,Blueberry Cheesecake
Courtagen,SRP064442,SAMN04155901,SRS1107977,SRR2584314,GENOMIC,PAIRED,0,133,BlueBerryCheesecake11male-RAD,BlueBerryCheesecake11male_RAD,BlueBerryCheesecake11male,2,,Blueberry Cheesecake,https://www.leafly.com/hybrid/blueberry-cheesecake,Blueberry Cheesecake
Courtagen,SRP064442,SAMN04155900,SRS1107964,SRR2584297,GENOMIC,PAIRED,0,596,BlueBerryCheeseCakeBC2Fem-RAD,BlueBerryCheeseCakeBC2Fem_RAD,BlueBerryCheeseCakeBC2Fem,1,,Blueberry Cheesecake,https://www.leafly.com/hybrid/blueberry-cheesecake,Blueberry Cheesecake
Courtagen,SRP064442,SAMN04155900,SRS1107964,SRR2584310,GENOMIC,PAIRED,0,596,BlueBerryCheeseCakeBC2Fem-RAD,BlueBerryCheeseCakeBC2Fem_RAD,BlueBerryCheeseCakeBC2Fem,2,,Blueberry Cheesecake,https://www.leafly.com/hybrid/blueberry-cheesecake,Blueberry Cheesecake
Courtagen,SRP064442,SAMN04145349,SRS1098405,SRR2553739,GENOMIC,PAIRED,0,224,BlueBerryEssence,BlueBerryEssence_1.1,BlueBerryEssence,1,,Blueberry Essence,https://www.leafly.com/hybrid/blueberry-essence,Blueberry Essence
Courtagen,SRP064442,SAMN04145349,SRS1098405,SRR2553740,GENOMIC,PAIRED,0,221,BlueBerryEssence,BlueBerryEssence_1.2,BlueBerryEssence,2,,Blueberry Essence,https://www.leafly.com/hybrid/blueberry-essence,Blueberry Essence
Courtagen,SRP064442,SAMN04146756,SRS1099984,SRR2559630,GENOMIC,PAIRED,0,235,BlueberryEssence-2130,BlueBerryEssence_2.1,BlueberryEssence,1,,Blueberry Essence,https://www.leafly.com/hybrid/blueberry-essence,Blueberry Essence
Courtagen,SRP064442,SAMN04146756,SRS1099984,SRR2559631,GENOMIC,PAIRED,0,235,BlueberryEssence-2130,BlueBerryEssence_2.2,BlueberryEssence,2,,Blueberry Essence,https://www.leafly.com/hybrid/blueberry-essence,Blueberry Essence
Courtagen,SRP064442,SAMN04155902,SRS1107943,SRR2584171,GENOMIC,PAIRED,0,572,BlueBerryEssense-RAD,BlueBerryEssense_RAD,BlueBerryEssense,1,,Blueberry Essence,https://www.leafly.com/hybrid/blueberry-essence,Blueberry Essence
Courtagen,SRP064442,SAMN04155902,SRS1107943,SRR2584195,GENOMIC,PAIRED,0,572,BlueBerryEssense-RAD,BlueBerryEssense_RAD,BlueBerryEssense,2,,Blueberry Essence,https://www.leafly.com/hybrid/blueberry-essence,Blueberry Essence
Phylos 2016,SRP092005,SAMN05939371,SRS1759500,SRR4450152,GENOMIC,PAIRED,0,228,PGT-13006_Bluebery_Kush,PGT-13006,Bluebery_Kush,1,,Blueberry Kush,https://www.leafly.com/indica/blueberry-kush,Blueberry Kush
Courtagen,SRP064442,SAMN04145350,SRS1098407,SRR2553741,GENOMIC,PAIRED,0,289,BlueDream,BlueDream_1.1,BlueDream,1,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Courtagen,SRP064442,SAMN04145350,SRS1098407,SRR2553742,GENOMIC,PAIRED,0,279,BlueDream,BlueDream_1.2,BlueDream,2,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Courtagen,SRP064442,SAMN04146757,SRS1099983,SRR2559632,GENOMIC,PAIRED,0,161,BlueDream-2130,BlueDream_2.1,BlueDream,1,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Courtagen,SRP064442,SAMN04146757,SRS1099983,SRR2559633,GENOMIC,PAIRED,0,161,BlueDream-2130,BlueDream_2.2,BlueDream,2,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Courtagen,SRP064442,SAMN04155903,SRS1107941,SRR2584196,GENOMIC,PAIRED,0,907,BlueDream-RAD,BlueDream_RAD,BlueDream,1,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Courtagen,SRP064442,SAMN04155903,SRS1107941,SRR2584197,GENOMIC,PAIRED,0,907,BlueDream-RAD,BlueDream_RAD,BlueDream,2,,Blue Dream,https://www.leafly.com/hybrid/blue-dream,Blue Dream
Phylos 2016,SRP092005,SAMN05937745,SRS1758056,SRR4448317,GENOMIC,PAIRED,0,128,2f9a8828f896-TSCA_Bob's_GDP,2f9a8828f896-TSCA,Bob's_GDP,1,,Granddaddy Purple,https://www.leafly.com/indica/granddaddy-purple,Granddaddy Purple
Phylos 2016,SRP092005,SAMN05938072,SRS1758381,SRR4448642,GENOMIC,PAIRED,0,150,e968792ddaae-TSCA_Bogota_Breeze,e968792ddaae-TSCA,Bogota_Breeze,1,,,,Bogota_Breeze
Phylos 2016,SRP092005,SAMN05938225,SRS1758544,SRR4448804,GENOMIC,PAIRED,0,941,CRT-1099_Bolonska_Yugoslavia,CRT-1099,Bolonska_Yugoslavia,1,,Landrace,-,Landrace
Phylos 2016,SRP092005,SAMN05937774,SRS1757951,SRR4448212,GENOMIC,PAIRED,0,909,38d39b565d5c-TSCA_Brain_Freeze,38d39b565d5c-TSCA,Brain_Freeze,1,,Brain Freeze,https://cannasos.com/strains/hybrid/brain-freeze,Brain Freeze
Phylos 2016,SRP092005,SAMN05938270,SRS1758538,SRR4448799,GENOMIC,PAIRED,0,210,CRT-1684_Brazil_Pernambuco,CRT-1684,Brazil_Pernambuco,1,,Landrace,-,Landrace
Courtagen,SRP064442,SAMN04155904,SRS1107940,SRR2584198,GENOMIC,PAIRED,0,419,BrzaillianGrapefruit-RAD,BrzaillianGrapefruit_RAD,Brazilian Grapefruit,1,,,,Brazilian Grapefruit
Courtagen,SRP064442,SAMN04155904,SRS1107940,SRR2584199,GENOMIC,PAIRED,0,419,BrzaillianGrapefruit-RAD,BrzaillianGrapefruit_RAD,Brazilian Grapefruit,2,,,,Brazilian Grapefruit
Phylos 2016,SRP092005,SAMN05937561,SRS1760288,SRR4451125,GENOMIC,PAIRED,0,352,a57c1f456740-TSCA_Bright_moments,a57c1f456740-TSCA,Bright_moments,1,,Bright Moments,https://www.leafly.com/hybrid/bright-moments,Bright Moments
Phylos 2016,SRP092005,SAMN05937857,SRS1758110,SRR4448371,GENOMIC,PAIRED,0,163,5ffccdd5e186-TSCA_Bubba_GDP,5ffccdd5e186-TSCA,Bubba_GDP,1,,-,-,-
Phylos 2016,SRP092005,SAMN05937737,SRS1757982,SRR4448244,GENOMIC,PAIRED,0,181,2ade4fc3f19d-TSCA_Bubba_Kush,2ade4fc3f19d-TSCA,Bubba_Kush,1,,Bubba Kush,https://www.leafly.com/indica/bubba-kush,Bubba Kush
Phylos 2016,SRP092005,SAMN05937704,SRS1757987,SRR4448248,GENOMIC,PAIRED,0,132,2061b9cbf5d6-TSCA_Bubba_Kush,2061b9cbf5d6-TSCA,Bubba_Kush,1,,Bubba Kush,https://www.leafly.com/indica/bubba-kush,Bubba Kush
Phylos 2016,SRP092005,SAMN05938057,SRS1758425,SRR4448686,GENOMIC,PAIRED,0,191,defc7e4d5c10-TSCA_Bubba_Kush,defc7e4d5c10-TSCA,Bubba_Kush,1,,Bubba Kush,https://www.leafly.com/indica/bubba-kush,Bubba Kush
Phylos 2016,SRP092005,SAMN05937671,SRS1758013,SRR4448274,GENOMIC,PAIRED,0,157,15d42c0c40dd-TSCA_Bubba_Kush_Indoor,15d42c0c40dd-TSCA,Bubba_Kush_Indoor,1,,Bubba Kush,https://www.leafly.com/indica/bubba-kush,Bubba Kush
Phylos 2016,SRP092005,SAMN05937574,SRS1760313,SRR4451151,GENOMIC,PAIRED,0,156,ab7ea2c42f7b-TSCA_C-3,ab7ea2c42f7b-TSCA,C-3,1,,C3,https://www.leafly.com/hybrid/c3,C3
Phylos 2016,SRP092005,SAMN05937528,SRS1760335,SRR4451172,GENOMIC,PAIRED,0,97,083de5be65cf-TSCA_C-Rex,083de5be65cf-TSCA,C-Rex,1,,,,C-Rex
Courtagen,SRP064442,SAMN04146758,SRS1099981,SRR2559616,GENOMIC,PAIRED,0,285,C4-2130,C4-2130_2.1,C4,1,,C4,https://www.leafly.com/hybrid/c4,C4
Courtagen,SRP064442,SAMN04146758,SRS1099981,SRR2559617,GENOMIC,PAIRED,0,285,C4-2130,C4-2130_2.2,C4,2,,C4,https://www.leafly.com/hybrid/c4,C4
Courtagen,SRP064442,SAMN04146759,SRS1099980,SRR2559618,GENOMIC,PAIRED,0,2640,C4XCannaTsu-2130,C4XCannaTsu-2130_2.1,C4 x CannaTsu,1,,-,-,-
Courtagen,SRP064442,SAMN04146759,SRS1099980,SRR2559619,GENOMIC,PAIRED,0,2640,C4XCannaTsu-2130,C4XCannaTsu-2130_2.2,C4 x CannaTsu,2,,-,-,-
Phylos 2016,SRP092005,SAMN05937678,SRS1758012,SRR4448273,GENOMIC,PAIRED,0,507,180c09cf1e6c-TSCA_Cadillac_Purple,180c09cf1e6c-TSCA,Cadillac_Purple,1,,Cadillac Purple,https://www.leafly.com/indica/cadillac-purple,Cadillac Purple
Phylos 2016,SRP092005,SAMN05939411,SRS1759474,SRR4450126,GENOMIC,PAIRED,0,290,PGT-13062_Camael_#1,PGT-13062,Camael_#1,1,,,,Camael_#1
Phylos 2016,SRP092005,SAMN05938131,SRS1758327,SRR4448588,GENOMIC,PAIRED,0,330,PGT-12219-11982_Cambodia,PGT-12219-11982,Cambodia,1,,Cambodian,https://www.leafly.com/sativa/cambodian,Cambodian
Phylos 2016,SRP092005,SAMN05937999,SRS1758235,SRR4448496,GENOMIC,PAIRED,0,154,9a2d05dab81a-TSCA_Candy_Cheese,9a2d05dab81a-TSCA,Candy_Cheese,1,,Cheese Candy,https://www.leafly.com/hybrid/cheese-candy,Cheese Candy
Phylos 2016,SRP092005,SAMN05938019,SRS1758196,SRR4448457,GENOMIC,PAIRED,0,128,9f65f36704d6-TSCA_Candy_Jack,9f65f36704d6-TSCA,Candy_Jack,1,,Candy Jack,https://www.leafly.com/sativa/candy-jack,Candy Jack
Phylos 2016,SRP092005,SAMN05937898,SRS1758271,SRR4448532,GENOMIC,PAIRED,0,131,70c7897b8b9d-TSCA_Canna_TSU,70c7897b8b9d-TSCA,Canna_TSU,1,,Canna-Tsu,https://www.leafly.com/hybrid/canna-tsu,Canna-Tsu
Phylos 2016,SRP092005,SAMN05937824,SRS1758144,SRR4448405,GENOMIC,PAIRED,0,75,4ebf72c4cb71-TSCA_Canna-TSU,4ebf72c4cb71-TSCA,Canna-TSU,1,,Canna-Tsu,https://www.leafly.com/hybrid/canna-tsu,Canna-Tsu
Phylos 2016,SRP092005,SAMN05937703,SRS1757994,SRR4448255,GENOMIC,PAIRED,0,168,20179f93e5f3-TSCA_Cannatonic,20179f93e5f3-TSCA,Cannatonic,1,,Cannatonic,https://www.leafly.com/hybrid/cannatonic,Cannatonic
Phylos 2016,SRP092005,SAMN05937670,SRS1758014,SRR4448275,GENOMIC,PAIRED,0,121,15c8ca4140e7-TSCA_Cannatonic,15c8ca4140e7-TSCA,Cannatonic,1,,Cannatonic,https://www.leafly.com/hybrid/cannatonic,Cannatonic
Phylos 2016,SRP092005,SAMN05937672,SRS1758015,SRR4448277,GENOMIC,PAIRED,0,138,1609db69b7f6-TSCA_Cannatonic,1609db69b7f6-TSCA,Cannatonic,1,,Cannatonic,https://www.leafly.com/hybrid/cannatonic,Cannatonic
Phylos 2016,SRP092005,SAMN05937818,SRS1758146,SRR4448407,GENOMIC,PAIRED,0,170,4a4e4661baa2-TSCA_Cannatonic,4a4e4661baa2-TSCA,Cannatonic,1,,Cannatonic,https://www.leafly.com/hybrid/cannatonic,Cannatonic
Phylos 2016,SRP092005,SAMN05938054,SRS1758430,SRR4448691,GENOMIC,PAIRED,0,78,dc95c3090e8a-TSCA_Cannatonic,dc95c3090e8a-TSCA,Cannatonic,1,,Cannatonic,https://www.leafly.com/hybrid/cannatonic,Cannatonic
Phylos 2016,SRP092005,SAMN05938110,SRS1758431,SRR4448692,GENOMIC,PAIRED,0,3259,f9a814314ef8-TSCA_Cannatonic,f9a814314ef8-TSCA,Cannatonic,1,,Cannatonic,https://www.leafly.com/hybrid/cannatonic,Cannatonic
Phylos 2016,SRP092005,SAMN05938250,SRS1758537,SRR4448797,GENOMIC,PAIRED,0,2977,CRT-1125_Cannatonic,CRT-1125,Cannatonic,1,,Cannatonic,https://www.leafly.com/hybrid/cannatonic,Cannatonic
Phylos 2016,SRP092005,SAMN05937562,SRS1760295,SRR4451132,GENOMIC,PAIRED,0,166,a5b212a7abc9-TSCA_Cannatonic,a5b212a7abc9-TSCA,Cannatonic,1,,Cannatonic,https://www.leafly.com/hybrid/cannatonic,Cannatonic
Phylos 2016,SRP092005,SAMN05937577,SRS1760317,SRR4451154,GENOMIC,PAIRED,0,531,ad9284728555-TSCA_Cannatonic,ad9284728555-TSCA,Cannatonic,1,,Cannatonic,https://www.leafly.com/hybrid/cannatonic,Cannatonic
Phylos 2016,SRP092005,SAMN05937919,SRS1758213,SRR4448474,GENOMIC,PAIRED,0,108,7855f2325ec9-TSCA_Cannatonic_x_AC/DC,7855f2325ec9-TSCA,Cannatonic_x_AC/DC,1,,-,-,-
Phylos 2016,SRP092005,SAMN05938203,SRS1758368,SRR4448629,GENOMIC,PAIRED,0,398,PGT-12989_Canuvo_God_Bud_-_0,PGT-12989,Canuvo_God_Bud_-_0,1,,God Bud,https://www.leafly.com/indica/god-bud,God Bud
Phylos 2016,SRP092005,SAMN05938204,SRS1758369,SRR4448630,GENOMIC,PAIRED,0,230,PGT-12990_Canuvo_Shark_Shock,PGT-12990,Canuvo_Shark_Shock,1,,Shark Shock,https://www.leafly.com/indica/shark-shock,Shark Shock
Phylos 2016,SRP092005,SAMN05938081,SRS1758453,SRR4448715,GENOMIC,PAIRED,0,170,efff889c340c-TSCA_Caramelicious,efff889c340c-TSCA,Caramelicious,1,,Caramelicious,https://www.leafly.com/hybrid/caramelicious,Caramelicious
Phylos 2016,SRP092005,SAMN05937663,SRS1757937,SRR4448198,GENOMIC,PAIRED,0,312,13d7b4b4a280-TSCA_Casey_Jones,13d7b4b4a280-TSCA,Casey_Jones,1,,Casey Jones,https://www.leafly.com/sativa/casey-jones,Casey Jones
Phylos 2016,SRP092005,SAMN05938064,SRS1758316,SRR4448578,GENOMIC,PAIRED,0,214,e2350068c193-TSCA_Cataract_Kush,e2350068c193-TSCA,Cataract_Kush,1,,Cataract Kush,https://www.leafly.com/hybrid/cataract-kush,Cataract Kush
Phylos 2016,SRP092005,SAMN05938112,SRS1758433,SRR4448694,GENOMIC,PAIRED,0,179,fa0245d57f4f-TSCA_Catatonic,fa0245d57f4f-TSCA,Catatonic,1,,Cannatonic,https://www.leafly.com/hybrid/cannatonic,Cannatonic
Phylos 2016,SRP092005,SAMN05938075,SRS1758376,SRR4448637,GENOMIC,PAIRED,0,196,eb3bf8436f1a-TSCA_CBD_Shark_Shock,eb3bf8436f1a-TSCA,CBD_Shark_Shock,1,,Shark Shock,https://www.leafly.com/indica/shark-shock,Shark Shock
Phylos 2016,SRP092005,SAMN05937946,SRS1758209,SRR4448469,GENOMIC,PAIRED,0,128,85e75ed288b8-TSCA_Cenarius,85e75ed288b8-TSCA,Cenarius,1,,,,Cenarius
Phylos 2016,SRP092005,SAMN05938208,SRS1758360,SRR4448621,GENOMIC,PAIRED,0,137,PGT-12994_Champagne_X,PGT-12994,Champagne_X,1,,Champagne Kush,https://www.leafly.com/hybrid/champagne-kush,Champagne Kush
Phylos 2016,SRP092005,SAMN05939381,SRS1759469,SRR4450121,GENOMIC,PAIRED,0,232,PGT-13016_Changxin_Dao,PGT-13016,Changxin_Dao,1,,Landrace,-,Landrace
Phylos 2016,SRP092005,SAMN05938196,SRS1758354,SRR4448615,GENOMIC,PAIRED,0,261,PGT-12289-12008_Charlotte's_Web,PGT-12289-12008,Charlotte's_Web,1,,Charlotte's Web,https://www.leafly.com/sativa/charlottes-web,Charlotte's Web
Phylos 2016,SRP092005,SAMN05938202,SRS1758367,SRR4448628,GENOMIC,PAIRED,0,213,PGT-12295-12014_Charlotte's_Web,PGT-12295-12014,Charlotte's_Web,1,,Charlotte's Web,https://www.leafly.com/sativa/charlottes-web,Charlotte's Web
Phylos 2016,SRP092005,SAMN05938296,SRS1758515,SRR4448776,GENOMIC,PAIRED,0,112,CRT-1715_Charlotte's_Web,CRT-1715,Charlotte's_Web,1,,Charlotte's Web,https://www.leafly.com/sativa/charlottes-web,Charlotte's Web
Phylos 2016,SRP092005,SAMN05937836,SRS1758073,SRR4448334,GENOMIC,PAIRED,0,216,533dbb0ea2ee-TSCA_Cheesequake,533dbb0ea2ee-TSCA,Cheesequake,1,,Cheese Quake,https://www.leafly.com/hybrid/cheese-quake,Cheese Quake
Phylos 2016,SRP092005,SAMN05938001,SRS1758229,SRR4448490,GENOMIC,PAIRED,0,131,9a9811de5da0-TSCA_Cheesequake,9a9811de5da0-TSCA,Cheesequake,1,,Cheese Quake,https://www.leafly.com/hybrid/cheese-quake,Cheese Quake
Phylos 2016,SRP092005,SAMN05937555,SRS1760294,SRR4451131,GENOMIC,PAIRED,0,259,a215b5ffd6cd-TSCA_Chem_4,a215b5ffd6cd-TSCA,Chem_4,1,,Chemdog 4,https://www.leafly.com/hybrid/chemdawg-4,Chemdog 4
Phylos 2016,SRP092005,SAMN05938090,SRS1758297,SRR4448556,GENOMIC,PAIRED,0,147,f35b396a13c5-TSCA_Chem_7,f35b396a13c5-TSCA,Chem_7,1,,Chemdog,https://www.leafly.com/hybrid/chemdawg,Chemdog
Phylos 2016,SRP092005,SAMN05937746,SRS1758057,SRR4448318,GENOMIC,PAIRED,0,624,3004f39b7863-TSCA_Chem_91,3004f39b7863-TSCA,Chem_91,1,,Chemdog 91,https://www.leafly.com/hybrid/chemdawg-91,Chemdog 91
Phylos 2016,SRP092005,SAMN05937580,SRS1760314,SRR4451149,GENOMIC,PAIRED,0,549,ae605a613924-TSCA_Chem_D,ae605a613924-TSCA,Chem_D,1,,Chemdog,https://www.leafly.com/hybrid/chemdawg,Chemdog
Phylos 2016,SRP092005,SAMN05937935,SRS1758195,SRR4448456,GENOMIC,PAIRED,0,275,7e9b47c643b9-TSCA_Chem_Dawg_4,7e9b47c643b9-TSCA,Chem_Dawg_4,1,,Chemdog 4,https://www.leafly.com/hybrid/chemdawg-4,Chemdog 4
Phylos 2016,SRP092005,SAMN05938000,SRS1758236,SRR4448497,GENOMIC,PAIRED,0,174,9a4e8d7d963e-TSCA_Chem_Dawg_Special_Reserve,9a4e8d7d963e-TSCA,Chem_Dawg_Special_Reserve,1,,Chemdog,https://www.leafly.com/hybrid/chemdawg,Chemdog
Phylos 2016,SRP092005,SAMN05938088,SRS1758459,SRR4448720,GENOMIC,PAIRED,0,228,f29670273a99-TSCA_Chemdawg,f29670273a99-TSCA,Chemdawg,1,,Chemdog,https://www.leafly.com/hybrid/chemdawg,Chemdog
Phylos 2016,SRP092005,SAMN05938008,SRS1758254,SRR4448516,GENOMIC,PAIRED,0,82,9bd5efed7bdd-TSCA_Chemdawg_1.0,9bd5efed7bdd-TSCA,Chemdawg_1.0,1,,Chemdog,https://www.leafly.com/hybrid/chemdawg,Chemdog
Phylos 2016,SRP092005,SAMN05937690,SRS1757961,SRR4448222,GENOMIC,PAIRED,0,207,1c31840c6767-TSCA_Chemdawg_Hybrid,1c31840c6767-TSCA,Chemdawg_Hybrid,1,,Chemdog,https://www.leafly.com/hybrid/chemdawg,Chemdog
Phylos 2016,SRP092005,SAMN05937547,SRS1760369,SRR4451206,GENOMIC,PAIRED,0,518,0e8e085929a3-TSCA_Chemdawg_special_reserve,0e8e085929a3-TSCA,Chemdawg_special_reserve,1,,Chemdog,https://www.leafly.com/hybrid/chemdawg,Chemdog
Courtagen,SRP064442,SAMN04145347,SRS1098403,SRR2553731,GENOMIC,PAIRED,0,208,Chemdog91,Chemdog91_1.1,Chemdog91,1,lanemerge,Chemdog 91,https://www.leafly.com/hybrid/chemdawg-91,Chemdog 91
